year,country,continent,pop,smoke_pct,lung_cancer_pct
1990,Kiribati,Oceania,72394,46.9154737,0.019489351520822998
1990,Kuwait,Asia,2095350,26.0206506,0.012858296661038
1990,Kyrgyz Republic,Asia,4391200,23.7599995,0.030427941681955
1990,Lao People's Democratic Republic,Asia,4258471,24.3652224,0.024974344463353
1990,Latvia,Europe,2663151,36.9208614,0.044766081332126
1990,Lebanon,Asia,2803032,27.3091055,0.021607721363483
1990,Lesotho,Africa,1703757,16.3489916,0.01216625921854
1990,Liberia,Africa,2075917,9.136842000000001,0.008983715705393273
1990,Libya,Africa,4436663,22.014398099999998,0.020391645998549
1990,Lithuania,Europe,3697838,30.2213705,0.042386196573936
1990,Luxembourg,Europe,381850,33.911942,0.057005285684707
1990,Madagascar,Africa,11598647,22.0040017,0.00658518271212156
1990,Malawi,Africa,9404499,13.4865124,0.005135684333551117
1990,Malaysia,Asia,18029824,28.0980026,0.016698297478956
1990,Maldives,Asia,223159,29.9816596,0.0128604958681
1990,Mali,Africa,8449915,9.278445,0.005871003157419775
1990,Malta,Europe,354170,33.846605600000004,0.032124819384804
1990,Marshall Islands,Oceania,47265,21.2150511,0.026555385182647002
1990,Mauritania,Africa,2034347,22.978966500000002,0.010272213888550999
1990,Mauritius,Africa,1058775,26.3494181,0.014463273946288999
1990,Mexico,North America,83943135,30.9920185,0.014312096546711998
1990,Micronesia,Oceania,96304,46.5430899,0.027163008892918998
1990,Monaco,Europe,29433,33.9311851,0.069403273810224
1990,Mongolia,Asia,2184139,26.0269605,0.039417187946635
1990,Montenegro,Europe,606372,36.6580872,0.06138296182599
1990,Morocco,Africa,24807461,17.371136800000002,0.015229568100802999
1990,Mozambique,Africa,12987292,15.003069199999999,0.004935863958548217
1990,Myanmar,Asia,41335188,38.191326,0.024006045280726
1990,Namibia,Africa,1432899,21.8552102,0.006058149418377408
1990,Nauru,Oceania,9506,44.3079434,0.039879605069001
1990,Nepal,Asia,18905480,39.6925297,0.006901438305439577
1990,Netherlands,Europe,14951510,40.7778835,0.068312642263179
1990,New Zealand,Oceania,3329800,28.0081403,0.053065531002271994
1990,Nicaragua,North America,4173435,16.882501899999998,0.007612173501101355
1990,Niger,Africa,8026592,6.8918754,0.007923842377868749
1990,Nigeria,Africa,95212454,7.6104771,0.005862516001698556
1990,North Macedonia,Europe,1996218,39.04724,0.034736978680826
1990,Norway,Europe,4241473,39.5993694,0.041247808005574003
1990,Oman,Asia,1812158,14.2130636,0.00907458632096297
1990,Pakistan,Asia,107647918,24.6299147,0.013868004649431
1990,Palau,Oceania,15063,24.264222399999998,0.043496014839926
1990,Panama,North America,2470946,13.909158099999999,0.015456778660493999
1990,Papua New Guinea,Oceania,4615843,36.5350095,0.017547491719357
1990,Paraguay,South America,4223413,27.6340456,0.010983442946541
1990,Peru,South America,22071433,8.3252503,0.015230692841117999
1990,Philippines,Asia,61895169,35.3331645,0.023268027091369
1990,Poland,Europe,38110782,41.1484427,0.049552643090131
1990,Portugal,Europe,9983218,28.7121723,0.022246008855274
1990,Qatar,Asia,476275,17.356849099999998,0.017192521453147
1990,Republic of Korea,Asia,31581170,31.2837676,0.030293709536654
1990,Republic of Moldova,Europe,2969097,21.957316199999998,0.035391633938203
1990,Romania,Europe,23201835,34.3247539,0.031871907054473
1990,Russian Federation,Asia,147969407,32.632665100000004,0.040652938603642
1990,Rwanda,Africa,7288883,14.9948446,0.008364997040383636
1990,Saint Kitts and Nevis,North America,40260,6.553403200000001,0.013744371127585
1990,Saint Lucia,North America,138019,13.860082600000002,0.014241411340342
1990,Saint Vincent and the Grenadines,North America,107489,12.7583801,0.009753181104688776
1990,Samoa,Oceania,162797,30.939763399999997,0.011581547739268
1990,San Marino,Europe,24124,32.4511339,0.049923372447979
1990,Sao Tome and Principe,Africa,119211,3.8052181,0.013111798591352
1990,Saudi Arabia,Asia,16233786,10.4381362,0.007452567431089448
1990,Senegal,Africa,7526306,15.630809900000001,0.010210067867336
1990,Serbia,Europe,7586000,36.40734,0.046092315679616
1990,Seychelles,Africa,69507,25.9066798,0.01879837439828
1990,Sierra Leone,Africa,4319763,22.6728492,0.00903919564081274
1990,Singapore,Asia,3047132,20.1061616,0.059193523986049996
1990,Slovak Republic,Europe,5299187,33.7376605,0.06985626582571701
1990,Slovenia,Europe,1998161,28.2108087,0.046258704215403
1990,Solomon Islands,Oceania,311869,35.0090685,0.029120944044542
1990,Somalia,Africa,7225089,13.6832757,0.006363022570263908
1990,South Africa,Africa,36800507,31.8946026,0.022837986237589
1990,South Sudan,Africa,5492620,15.169469099999999,0.009341074302644397
1990,Spain,Europe,38867322,41.2299089,0.051355641158875004
1990,Sri Lanka,Asia,17325769,23.3433842,0.007996254603235775
1990,Sudan,Africa,20147592,12.2117032,0.007570230272819405
1990,Suriname,South America,405169,26.8194474,0.013596222424143
1990,Sweden,Europe,8558835,24.7034805,0.025265084515312997
1990,Switzerland,Europe,6715519,33.4036986,0.057112469297521
1990,Syrian Arab Republic,Asia,12446168,29.708496099999998,0.010483139321783
1990,Tajikistan,Asia,5283811,16.489012,0.021996506908662
1990,Thailand,Asia,56558196,29.3465601,0.029872283640969
1990,Timor-Leste,Asia,737814,35.3060938,0.015806893365581002
1990,Togo,Africa,3774310,13.358673,0.009714857172584789
1990,Tonga,Oceania,95069,33.471825700000004,0.026075216682168997
1990,Trinidad and Tobago,North America,1221121,21.0074097,0.012489790759842
1990,Tunisia,Africa,8242509,27.3744957,0.019411945378514
1990,Turkey,Asia,53921758,35.8346378,0.03967602878536
1990,Turkmenistan,Asia,3683978,22.0268572,0.019481559595045
1990,Tuvalu,Oceania,8910,30.2756659,0.023714496783537
1990,Uganda,Africa,17354395,11.5670797,0.005567830221307902
1990,Ukraine,Europe,51891400,35.554419100000004,0.06026688315198
1990,United Arab Emirates,Asia,1828437,17.1947976,0.017811503186237
1990,United Kingdom,Europe,57247586,32.5879913,0.067194821839636
1990,United Republic of Tanzania,Africa,25203848,16.188454099999998,0.007782537433257753
1990,United States of America,North America,249623000,26.5693077,0.099047756170792
1990,Uruguay,South America,3109598,34.082676299999996,0.050348154990491
1990,Uzbekistan,Asia,20510000,9.5472688,0.020671445547006
1990,Vanuatu,Oceania,146575,25.714545500000003,0.019813266291244
1990,Venezuela,South America,19632665,26.2337719,0.019995981047633
1990,Vietnam,Asia,67988855,29.4386182,0.02164964665936
1990,Yemen,Asia,11709987,20.8063418,0.009295354457546173
1990,Zambia,Africa,8036849,15.6809658,0.009342733111822828
1990,Zimbabwe,Africa,10432409,18.1278032,0.013367449661093
